Title,Citations,DOI,Source
Memristor-Based Multilayer Neural Networks With Online Gradient Descent Training,191,10.1109/TNNLS.2014.2383395,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Neural Network Control for a Class of Nonlinear Systems With Function Constraints on States,212,10.1109/TNNLS.2021.3107600,IEEE Transactions on Neural Networks and Learning Systems
Global Mittag-Leffler Stabilization of Fractional-Order Memristive Neural Networks,213,10.1109/TNNLS.2015.2506738,IEEE Transactions on Neural Networks and Learning Systems
<i>H</i><sub>∞</sub> State Estimation for Discrete-Time Complex Networks With Randomly Occurring Sensor Saturations and Randomly Varying Sensor Delays,207,10.1109/TNNLS.2012.2187926,IEEE Transactions on Neural Networks and Learning Systems
Classification of Imbalanced Data by Oversampling in Kernel Space of Support Vector Machines,193,10.1109/TNNLS.2017.2751612,IEEE Transactions on Neural Networks and Learning Systems
Event-Triggered State Estimation for Discrete-Time Multidelayed Neural Networks With Stochastic Parameters and Incomplete Measurements,212,10.1109/TNNLS.2016.2516030,IEEE Transactions on Neural Networks and Learning Systems
Event-Triggered Asynchronous Guaranteed Cost Control for Markov Jump Discrete-Time Neural Networks With Distributed Delay and Channel Fading,211,10.1109/TNNLS.2017.2732240,IEEE Transactions on Neural Networks and Learning Systems
Deep Learning for Multigrade Brain Tumor Classification in Smart Healthcare Systems: A Prospective Survey,211,10.1109/TNNLS.2020.2995800,IEEE Transactions on Neural Networks and Learning Systems
Data-Driven Zero-Sum Neuro-Optimal Control for a Class of Continuous-Time Unknown Nonlinear Systems With Disturbance Using ADP,202,10.1109/TNNLS.2015.2464080,IEEE Transactions on Neural Networks and Learning Systems
Kinematic Control of Redundant Manipulators Using Neural Networks,208,10.1109/TNNLS.2016.2574363,IEEE Transactions on Neural Networks and Learning Systems
Globally Stable Adaptive Backstepping Neural Network Control for Uncertain Strict-Feedback Systems With Tracking Accuracy Known a <i>Priori</i>,198,10.1109/TNNLS.2014.2357451,IEEE Transactions on Neural Networks and Learning Systems
Deep Reinforcement Learning: A Survey,199,10.1109/TNNLS.2022.3207346,IEEE Transactions on Neural Networks and Learning Systems
Inverting the Generator of a Generative Adversarial Network,192,10.1109/TNNLS.2018.2875194,IEEE Transactions on Neural Networks and Learning Systems
Stability Analysis for Neural Networks With Time-Varying Delay Based on Quadratic Convex Combination,206,10.1109/TNNLS.2012.2236571,IEEE Transactions on Neural Networks and Learning Systems
Nonfragile Dissipative Synchronization for Markovian Memristive Neural Networks: A Gain-Scheduled Control Scheme,203,10.1109/TNNLS.2018.2874035,IEEE Transactions on Neural Networks and Learning Systems
Semisupervised Feature Analysis by Mining Correlations Among Multiple Tasks,204,10.1109/TNNLS.2016.2582746,IEEE Transactions on Neural Networks and Learning Systems
Stability Analysis for Delayed Neural Networks Considering Both Conservativeness and Complexity,205,10.1109/TNNLS.2015.2449898,IEEE Transactions on Neural Networks and Learning Systems
Reinforcement Learning Design-Based Adaptive Tracking Control With Less Learning Parameters for Nonlinear Discrete-Time MIMO Systems,202,10.1109/TNNLS.2014.2360724,IEEE Transactions on Neural Networks and Learning Systems
A Collective Neurodynamic Approach to Distributed Constrained Optimization,203,10.1109/TNNLS.2016.2549566,IEEE Transactions on Neural Networks and Learning Systems
Integration-Enhanced Zhang Neural Network for Real-Time-Varying Matrix Inversion in the Presence of Various Kinds of Noises,201,10.1109/TNNLS.2015.2497715,IEEE Transactions on Neural Networks and Learning Systems
Delay-Dependent Stability Criteria for Generalized Neural Networks With Two Delay Components,203,10.1109/TNNLS.2013.2284968,IEEE Transactions on Neural Networks and Learning Systems
Dynamic Learning From Adaptive Neural Network Control of a Class of Nonaffine Nonlinear Systems,200,10.1109/TNNLS.2013.2257843,IEEE Transactions on Neural Networks and Learning Systems
Robust Structured Nonnegative Matrix Factorization for Image Representation,194,10.1109/TNNLS.2017.2691725,IEEE Transactions on Neural Networks and Learning Systems
Robust Adaptive Neural Tracking Control for a Class of Stochastic Nonlinear Interconnected Systems,202,10.1109/TNNLS.2015.2412035,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Unsupervised Feature Selection With Structure Regularization,191,10.1109/TNNLS.2017.2650978,IEEE Transactions on Neural Networks and Learning Systems
A Nonnegative Latent Factor Model for Large-Scale Sparse Matrices in Recommender Systems via Alternating Direction Method,196,10.1109/TNNLS.2015.2415257,IEEE Transactions on Neural Networks and Learning Systems
Scene Segmentation With Dual Relation-Aware Attention Network,188,10.1109/TNNLS.2020.3006524,IEEE Transactions on Neural Networks and Learning Systems
State Estimation for Discrete-Time Dynamical Networks With Time-Varying Delays and Stochastic Disturbances Under the Round-Robin Protocol,200,10.1109/TNNLS.2016.2524621,IEEE Transactions on Neural Networks and Learning Systems
Exponential Synchronization of Coupled Stochastic Memristor-Based Neural Networks With Time-Varying Probabilistic Delay Coupling and Impulsive Delay,202,10.1109/TNNLS.2015.2475737,IEEE Transactions on Neural Networks and Learning Systems
Topological Structure and Semantic Information Transfer Network for Cross-Scene Hyperspectral Image Classification,198,10.1109/TNNLS.2021.3109872,IEEE Transactions on Neural Networks and Learning Systems
From Deterministic to Generative: Multimodal Stochastic RNNs for Video Captioning,192,10.1109/TNNLS.2018.2851077,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Control for Nonlinear Pure-Feedback Systems With High-Order Sliding Mode Observer,191,10.1109/TNNLS.2012.2225845,IEEE Transactions on Neural Networks and Learning Systems
Internal Feature Selection Method of CSP Based on L1-Norm and Dempster-Shafer Theory,196,10.1109/TNNLS.2020.3015505,IEEE Transactions on Neural Networks and Learning Systems
Why ResNet Works? Residuals Generalize,191,10.1109/TNNLS.2020.2966319,IEEE Transactions on Neural Networks and Learning Systems
Novel Cost-Sensitive Approach to Improve the Multilayer Perceptron Performance on Imbalanced Data,181,10.1109/TNNLS.2013.2246188,IEEE Transactions on Neural Networks and Learning Systems
Optimized Backstepping for Tracking Control of Strict-Feedback Systems,195,10.1109/TNNLS.2018.2803726,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Boundary Iterative Learning Control for an Euler-Bernoulli Beam System With Input Constraint,191,10.1109/TNNLS.2017.2673865,IEEE Transactions on Neural Networks and Learning Systems
Skip-Connected Covariance Network for Remote Sensing Scene Classification,186,10.1109/TNNLS.2019.2920374,IEEE Transactions on Neural Networks and Learning Systems
Neural Network Controller Design for a Class of Nonlinear Delayed Systems With Time-Varying Full-State Constraints,194,10.1109/TNNLS.2018.2886023,IEEE Transactions on Neural Networks and Learning Systems
DeepSMOTE: Fusing Deep Learning and SMOTE for Imbalanced Data,192,10.1109/TNNLS.2021.3136503,IEEE Transactions on Neural Networks and Learning Systems
Improved Stability and Stabilization Results for Stochastic Synchronization of Continuous-Time Semi-Markovian Jump Neural Networks With Time-Varying Delay,192,10.1109/TNNLS.2017.2696582,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Actor-Critic Design-Based Integral Sliding-Mode Control for Partially Unknown Nonlinear Systems With Input Disturbances,183,10.1109/TNNLS.2015.2472974,IEEE Transactions on Neural Networks and Learning Systems
Reinforcement Learning-Based Optimal Tracking Control of an Unknown Unmanned Surface Vehicle,190,10.1109/TNNLS.2020.3009214,IEEE Transactions on Neural Networks and Learning Systems
Synchronization of Coupled Markovian Reaction-Diffusion Neural Networks With Proportional Delays Via Quantized Control,193,10.1109/TNNLS.2018.2853650,IEEE Transactions on Neural Networks and Learning Systems
Optimized Structure of the Traffic Flow Forecasting Model With a Deep Learning Approach,179,10.1109/TNNLS.2016.2574840,IEEE Transactions on Neural Networks and Learning Systems
Distributed Synchronization of Coupled Neural Networks via Randomly Occurring Control,194,10.1109/TNNLS.2012.2236355,IEEE Transactions on Neural Networks and Learning Systems
Model Pruning Enables Efficient Federated Learning on Edge Devices,188,10.1109/TNNLS.2022.3166101,IEEE Transactions on Neural Networks and Learning Systems
Ristretto: A Framework for Empirical Study of Resource-Efficient Inference in Convolutional Neural Networks,173,10.1109/TNNLS.2018.2808319,IEEE Transactions on Neural Networks and Learning Systems
Multi-Objective Evolutionary Federated Learning,175,10.1109/TNNLS.2019.2919699,IEEE Transactions on Neural Networks and Learning Systems
Deep CNN-Based Blind Image Quality Predictor,191,10.1109/TNNLS.2018.2829819,IEEE Transactions on Neural Networks and Learning Systems
Off-Policy Integral Reinforcement Learning Method to Solve Nonlinear Continuous-Time Multiplayer Nonzero-Sum Games,183,10.1109/TNNLS.2016.2582849,IEEE Transactions on Neural Networks and Learning Systems
Universal Approximation of Extreme Learning Machine with Adaptive Growth of Hidden Nodes,171,10.1109/TNNLS.2011.2178124,IEEE Transactions on Neural Networks and Learning Systems
Event/Self-Triggered Control for Leader-Following Consensus Over Unreliable Network With DoS Attacks,186,10.1109/TNNLS.2018.2890119,IEEE Transactions on Neural Networks and Learning Systems
Adaptive NN Control of a Class of Nonlinear Systems With Asymmetric Saturation Actuators,184,10.1109/TNNLS.2014.2344019,IEEE Transactions on Neural Networks and Learning Systems
Exponential Synchronization of Coupled Switched Neural Networks With Mode-Dependent Impulsive Effects,191,10.1109/TNNLS.2013.2257842,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Neural State-Feedback Tracking Control of Stochastic Nonlinear Switched Systems: An Average Dwell-Time Method,190,10.1109/TNNLS.2018.2860944,IEEE Transactions on Neural Networks and Learning Systems
Neuromemristive Circuits for Edge Computing: A Review,182,10.1109/TNNLS.2019.2899262,IEEE Transactions on Neural Networks and Learning Systems
Output Reachable Set Estimation and Verification for Multilayer Neural Networks,168,10.1109/TNNLS.2018.2808470,IEEE Transactions on Neural Networks and Learning Systems
Pinning Control Strategies for Synchronization of Linearly Coupled Neural Networks With Reaction-Diffusion Terms,188,10.1109/TNNLS.2015.2423853,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Robust Output Feedback Control for a Marine Dynamic Positioning System Based on a High-Gain Observer,178,10.1109/TNNLS.2015.2396044,IEEE Transactions on Neural Networks and Learning Systems
Supervised Learning Based on Temporal Coding in Spiking Neural Networks,163,10.1109/TNNLS.2017.2726060,IEEE Transactions on Neural Networks and Learning Systems
Predictor-Based Neural Dynamic Surface Control for Uncertain Nonlinear Systems in Strict-Feedback Form,185,10.1109/TNNLS.2016.2577342,IEEE Transactions on Neural Networks and Learning Systems
Cross-Modal Attention With Semantic Consistence for Image-Text Matching,180,10.1109/TNNLS.2020.2967597,IEEE Transactions on Neural Networks and Learning Systems
Sampled-Data Synchronization of Chaotic Lur'e Systems With Time Delays,182,10.1109/TNNLS.2012.2236356,IEEE Transactions on Neural Networks and Learning Systems
Distributed Optimal Consensus Over Resource Allocation Network and Its Application to Dynamical Economic Dispatch,179,10.1109/TNNLS.2017.2691760,IEEE Transactions on Neural Networks and Learning Systems
Exponential Synchronization of Complex Networks of Linear Systems and Nonlinear Oscillators: A Unified Analysis,181,10.1109/TNNLS.2014.2316245,IEEE Transactions on Neural Networks and Learning Systems
Synchronization in an Array of Output-Coupled Boolean Networks With Time Delay,176,10.1109/TNNLS.2014.2305722,IEEE Transactions on Neural Networks and Learning Systems
Neural Control of Robot Manipulators With Trajectory Tracking Constraints and Input Saturation,178,10.1109/TNNLS.2020.3017202,IEEE Transactions on Neural Networks and Learning Systems
Boundedness and Complete Stability of Complex-Valued Neural Networks With Time Delay,175,10.1109/TNNLS.2013.2247626,IEEE Transactions on Neural Networks and Learning Systems
Sparse Representation Classifier Steered Discriminative Projection With Applications to Face Recognition,171,10.1109/TNNLS.2013.2249088,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Neural Network Finite-Time Control for Multi-Input and Multi-Output Nonlinear Systems With Positive Powers of Odd Rational Numbers,179,10.1109/TNNLS.2019.2933409,IEEE Transactions on Neural Networks and Learning Systems
Compound Rank-<i>k</i> Projections for Bilinear Analysis,182,10.1109/TNNLS.2015.2441735,IEEE Transactions on Neural Networks and Learning Systems
Host-Parasite: Graph LSTM-in-LSTM for Group Activity Recognition,168,10.1109/TNNLS.2020.2978942,IEEE Transactions on Neural Networks and Learning Systems
A Novel Adaptive NN Prescribed Performance Control for Stochastic Nonlinear Systems,179,10.1109/TNNLS.2020.3010333,IEEE Transactions on Neural Networks and Learning Systems
Scene Recognition by Manifold Regularized Deep Learning Architecture,173,10.1109/TNNLS.2014.2359471,IEEE Transactions on Neural Networks and Learning Systems
Deep Reinforcement Learning for Cyber Security,173,10.1109/TNNLS.2021.3121870,IEEE Transactions on Neural Networks and Learning Systems
Quantized Kernel Recursive Least Squares Algorithm,174,10.1109/TNNLS.2013.2258936,IEEE Transactions on Neural Networks and Learning Systems
Graph Information Aggregation Cross-Domain Few-Shot Learning for Hyperspectral Image Classification,179,10.1109/TNNLS.2022.3185795,IEEE Transactions on Neural Networks and Learning Systems
Neural-Network-Based Adaptive Decentralized Fault-Tolerant Control for a Class of Interconnected Nonlinear Systems,177,10.1109/TNNLS.2016.2616906,IEEE Transactions on Neural Networks and Learning Systems
Distributed Economic Dispatch in Microgrids Based on Cooperative Reinforcement Learning,168,10.1109/TNNLS.2018.2801880,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Synchronization of Memristor-Based Neural Networks with Time-Varying Delays,177,10.1109/TNNLS.2014.2361776,IEEE Transactions on Neural Networks and Learning Systems
Multilinear Sparse Principal Component Analysis,169,10.1109/TNNLS.2013.2297381,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Learning in Tracking Control Based on the Dual Critic Network Design,168,10.1109/TNNLS.2013.2247627,IEEE Transactions on Neural Networks and Learning Systems
Self-Supervised Learning for Electroencephalography,177,10.1109/TNNLS.2022.3190448,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Neural Network Backstepping Control of Fractional-Order Nonlinear Systems With Actuator Faults,175,10.1109/TNNLS.2020.2964044,IEEE Transactions on Neural Networks and Learning Systems
Finite-Time Consensus of Multiagent Systems With a Switching Protocol,165,10.1109/TNNLS.2015.2425933,IEEE Transactions on Neural Networks and Learning Systems
Lagrange Stability of Memristive Neural Networks With Discrete and Distributed Delays,175,10.1109/TNNLS.2013.2280458,IEEE Transactions on Neural Networks and Learning Systems
Distributed Model-Free Adaptive Control for Learning Nonlinear MASs Under DoS Attacks,174,10.1109/TNNLS.2021.3104978,IEEE Transactions on Neural Networks and Learning Systems
Time-Frequency Representation and Convolutional Neural Network-Based Emotion Recognition,174,10.1109/TNNLS.2020.3008938,IEEE Transactions on Neural Networks and Learning Systems
The Twist Tensor Nuclear Norm for Video Completion,170,10.1109/TNNLS.2016.2611525,IEEE Transactions on Neural Networks and Learning Systems
Fuzzy-Neural-Network Inherited Sliding-Mode Control for Robot Manipulator Including Actuator Dynamics,165,10.1109/TNNLS.2012.2228230,IEEE Transactions on Neural Networks and Learning Systems
Bidirectional Extreme Learning Machine for Regression Problem and Its Learning Effectiveness,153,10.1109/TNNLS.2012.2202289,IEEE Transactions on Neural Networks and Learning Systems
Reduced-Order Observer-Based Dynamic Event-Triggered Adaptive NN Control for Stochastic Nonlinear Systems Subject to Unknown Input Saturation,166,10.1109/TNNLS.2020.2986281,IEEE Transactions on Neural Networks and Learning Systems
Exploring Auxiliary Context: Discrete Semantic Transfer Hashing for Scalable Image Retrieval,169,10.1109/TNNLS.2018.2797248,IEEE Transactions on Neural Networks and Learning Systems
Event-Triggered Adaptive Dynamic Programming for Continuous-Time Systems With Control Constraints,173,10.1109/TNNLS.2016.2586303,IEEE Transactions on Neural Networks and Learning Systems
Impulsive Effects on Quasi-Synchronization of Neural Networks With Parameter Mismatches and Time-Varying Delay,173,10.1109/TNNLS.2017.2651024,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Neural Control of Uncertain MIMO Nonlinear Systems With State and Input Constraints,170,10.1109/TNNLS.2016.2538779,IEEE Transactions on Neural Networks and Learning Systems
A Novel Twin Support-Vector Machine With Pinball Loss,164,10.1109/TNNLS.2015.2513006,IEEE Transactions on Neural Networks and Learning Systems
Semisupervised Feature Selection via Spline Regression for Video Semantic Recognition,166,10.1109/TNNLS.2014.2314123,IEEE Transactions on Neural Networks and Learning Systems
DIET-SNN: A Low-Latency Spiking Neural Network With Direct Input Encoding and Leakage and Threshold Optimization,168,10.1109/TNNLS.2021.3111897,IEEE Transactions on Neural Networks and Learning Systems
A Multiobjective Sparse Feature Learning Model for Deep Neural Networks,162,10.1109/TNNLS.2015.2469673,IEEE Transactions on Neural Networks and Learning Systems
Feedforward Categorization on AER Motion Events Using Cortex-Like Features in a Spiking Neural Network,157,10.1109/TNNLS.2014.2362542,IEEE Transactions on Neural Networks and Learning Systems
Endmember-Guided Unmixing Network (EGU-Net): A General Deep Learning Framework for Self-Supervised Hyperspectral Unmixing,165,10.1109/TNNLS.2021.3082289,IEEE Transactions on Neural Networks and Learning Systems
Heterogeneous Domain Adaptation Through Progressive Alignment,163,10.1109/TNNLS.2018.2868854,IEEE Transactions on Neural Networks and Learning Systems
Deep Learning of Part-Based Representation of Data Using Sparse Autoencoders With Nonnegativity Constraints,163,10.1109/TNNLS.2015.2479223,IEEE Transactions on Neural Networks and Learning Systems
Sparse Bayesian Extreme Learning Machine for Multi-classification,159,10.1109/TNNLS.2013.2281839,IEEE Transactions on Neural Networks and Learning Systems
Learning Improvement Heuristics for Solving Routing Problems..,156,10.1109/TNNLS.2021.3068828,IEEE Transactions on Neural Networks and Learning Systems
Stability Analysis of the Modified Levenberg-Marquardt Algorithm for the Artificial Neural Network Training,163,10.1109/TNNLS.2020.3015200,IEEE Transactions on Neural Networks and Learning Systems
Secure Communication Based on Quantized Synchronization of Chaotic Neural Networks Under an Event-Triggered Strategy,168,10.1109/TNNLS.2019.2943548,IEEE Transactions on Neural Networks and Learning Systems
Neural Network Filtering Control Design for Nontriangular Structure Switched Nonlinear Systems in Finite Time,169,10.1109/TNNLS.2018.2876352,IEEE Transactions on Neural Networks and Learning Systems
A Locality-Constrained and Label Embedding Dictionary Learning Algorithm for Image Classification,157,10.1109/TNNLS.2015.2508025,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Neural Control for a Class of Nonlinear Time-Varying Delay Systems With Unknown Hysteresis,164,10.1109/TNNLS.2014.2305717,IEEE Transactions on Neural Networks and Learning Systems
Teacher-Student Curriculum Learning,154,10.1109/TNNLS.2019.2934906,IEEE Transactions on Neural Networks and Learning Systems
Finite-Time Consensus for Multiagent Systems With Cooperative and Antagonistic Interactions,165,10.1109/TNNLS.2015.2424225,IEEE Transactions on Neural Networks and Learning Systems
Global Stabilization of Fractional-Order Memristor-Based Neural Networks With Time Delay,167,10.1109/TNNLS.2019.2915353,IEEE Transactions on Neural Networks and Learning Systems
Nonlinear Process Fault Diagnosis Based on Serial Principal Component Analysis,158,10.1109/TNNLS.2016.2635111,IEEE Transactions on Neural Networks and Learning Systems
Extended Dissipative Analysis for Neural Networks With Time-Varying Delays,167,10.1109/TNNLS.2013.2296514,IEEE Transactions on Neural Networks and Learning Systems
PCA Feature Extraction for Change Detection in Multidimensional Unlabeled Data,151,10.1109/TNNLS.2013.2248094,IEEE Transactions on Neural Networks and Learning Systems
Deep Reinforcement Learning-Based Automatic Exploration for Navigation in Unknown Environment,161,10.1109/TNNLS.2019.2927869,IEEE Transactions on Neural Networks and Learning Systems
Event-Based Robust Control for Uncertain Nonlinear Systems Using Adaptive Dynamic Programming,163,10.1109/TNNLS.2016.2614002,IEEE Transactions on Neural Networks and Learning Systems
Synchronization of Switched Neural Networks With Communication Delays via the Event-Triggered Control,164,10.1109/TNNLS.2016.2580609,IEEE Transactions on Neural Networks and Learning Systems
Exponential Stabilization of Memristor-based Chaotic Neural Networks with Time-Varying Delays via Intermittent Control,166,10.1109/TNNLS.2014.2345125,IEEE Transactions on Neural Networks and Learning Systems
Neural-Adaptive Control of Single-Master-Multiple-Slaves Teleoperation for Coordinated Multiple Mobile Manipulators With Time-Varying Communication Delays and Input Uncertainties,164,10.1109/TNNLS.2013.2258681,IEEE Transactions on Neural Networks and Learning Systems
Stability Analysis of Distributed Delay Neural Networks Based on Relaxed Lyapunov-Krasovskii Functionals,165,10.1109/TNNLS.2014.2347290,IEEE Transactions on Neural Networks and Learning Systems
Maximum Likelihood Estimation-Based Joint Sparse Representation for the Classification of Hyperspectral Remote Sensing Images,154,10.1109/TNNLS.2018.2874432,IEEE Transactions on Neural Networks and Learning Systems
Time-Varying Formation Tracking for UAV Swarm Systems With Switching Directed Topologies,140,10.1109/TNNLS.2018.2873063,IEEE Transactions on Neural Networks and Learning Systems
LMI Conditions for Global Stability of Fractional-Order Neural Networks,162,10.1109/TNNLS.2016.2574842,IEEE Transactions on Neural Networks and Learning Systems
A Survey of Visual Transformers,162,10.1109/TNNLS.2022.3227717,IEEE Transactions on Neural Networks and Learning Systems
Survey on Multi-Output Learning,152,10.1109/TNNLS.2019.2945133,IEEE Transactions on Neural Networks and Learning Systems
Impulsive Stabilization and Impulsive Synchronization of Discrete-Time Delayed Neural Networks,161,10.1109/TNNLS.2014.2322499,IEEE Transactions on Neural Networks and Learning Systems
Neural Networks-Based Distributed Adaptive Control of Nonlinear Multiagent Systems,161,10.1109/TNNLS.2019.2915376,IEEE Transactions on Neural Networks and Learning Systems
Convolution in Convolution for Network in Network,143,10.1109/TNNLS.2017.2676130,IEEE Transactions on Neural Networks and Learning Systems
Value and Policy Iterations in Optimal Control and Adaptive Dynamic Programming,157,10.1109/TNNLS.2015.2503980,IEEE Transactions on Neural Networks and Learning Systems
Identification and Prediction of Dynamic Systems Using an Interactively Recurrent Self-Evolving Fuzzy Neural Network,152,10.1109/TNNLS.2012.2231436,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Bipartite Event-Triggered Output Consensus of Heterogeneous Linear Multiagent Systems Under Fixed and Switching Topologies,159,10.1109/TNNLS.2019.2958107,IEEE Transactions on Neural Networks and Learning Systems
Bounded Neural Network Control for Target Tracking of Underactuated Autonomous Surface Vehicles in the Presence of Uncertain Target Dynamics,152,10.1109/TNNLS.2018.2868978,IEEE Transactions on Neural Networks and Learning Systems
An Efficient Group Recommendation Model With Multiattention-Based Neural Networks,149,10.1109/TNNLS.2019.2955567,IEEE Transactions on Neural Networks and Learning Systems
diffGrad: An Optimization Method for Convolutional Neural Networks,152,10.1109/TNNLS.2019.2955777,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Event-Triggered Control Based on Heuristic Dynamic Programming for Nonlinear Discrete-Time Systems,150,10.1109/TNNLS.2016.2541020,IEEE Transactions on Neural Networks and Learning Systems
Attractivity Analysis of Memristor-Based Cellular Neural Networks With Time-Varying Delays,154,10.1109/TNNLS.2013.2280556,IEEE Transactions on Neural Networks and Learning Systems
Multistability of Neural Networks with Time-Varying Delays and Concave-Convex Characteristics,158,10.1109/TNNLS.2011.2179311,IEEE Transactions on Neural Networks and Learning Systems
Data-Driven Performance-Prescribed Reinforcement Learning Control of an Unmanned Surface Vehicle,151,10.1109/TNNLS.2021.3056444,IEEE Transactions on Neural Networks and Learning Systems
Admissible Delay Upper Bounds for Global Asymptotic Stability of Neural Networks With Time-Varying Delays,158,10.1109/TNNLS.2018.2797279,IEEE Transactions on Neural Networks and Learning Systems
Multiview Subspace Clustering via Tensorial t-Product Representation,151,10.1109/TNNLS.2018.2851444,IEEE Transactions on Neural Networks and Learning Systems
Cosaliency Detection Based on Intrasaliency Prior Transfer and Deep Intersaliency Mining,152,10.1109/TNNLS.2015.2495161,IEEE Transactions on Neural Networks and Learning Systems
Adaptive NN Controller Design for a Class of Nonlinear MIMO Discrete-Time Systems,155,10.1109/TNNLS.2014.2330336,IEEE Transactions on Neural Networks and Learning Systems
Complete Synchronization of Boolean Networks,148,10.1109/TNNLS.2012.2190094,IEEE Transactions on Neural Networks and Learning Systems
Prior-Based Tensor Approximation for Anomaly Detection in Hyperspectral Imagery,154,10.1109/TNNLS.2020.3038659,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Optimal Control for a Class of Nonlinear Systems: The Online Policy Iteration Approach,153,10.1109/TNNLS.2019.2905715,IEEE Transactions on Neural Networks and Learning Systems
Neural-Learning-Based Control for a Constrained Robotic Manipulator With Flexible Joints,143,10.1109/TNNLS.2018.2803167,IEEE Transactions on Neural Networks and Learning Systems
Distributed Optimal Consensus Control for Nonlinear Multiagent System With Unknown Dynamic,154,10.1109/TNNLS.2017.2728622,IEEE Transactions on Neural Networks and Learning Systems
Nonlinear Model Predictive Control Based on a Self-Organizing Recurrent Neural Network,142,10.1109/TNNLS.2015.2465174,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Dynamic Output Feedback Neural Network Control of Uncertain MIMO Nonlinear Systems with Prescribed Performance,140,10.1109/TNNLS.2011.2178448,IEEE Transactions on Neural Networks and Learning Systems
A Layer-Wise Data Augmentation Strategy for Deep Learning Networks and Its Soft Sensor Application in an Industrial Hydrocracking Process,146,10.1109/TNNLS.2019.2951708,IEEE Transactions on Neural Networks and Learning Systems
Neural Network Based Online Simultaneous Policy Update Algorithm for Solving the HJI Equation in Nonlinear <i>H</i><sub>∞</sub> Control,149,10.1109/TNNLS.2012.2217349,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Multigradient Recursive Reinforcement Learning Event-Triggered Tracking Control for Multiagent Systems,152,10.1109/TNNLS.2021.3090570,IEEE Transactions on Neural Networks and Learning Systems
Group Component Analysis for Multiblock Data: Common and Individual Feature Extraction,138,10.1109/TNNLS.2015.2487364,IEEE Transactions on Neural Networks and Learning Systems
Approximate Orthogonal Sparse Embedding for Dimensionality Reduction,146,10.1109/TNNLS.2015.2422994,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Neural Control of Nonlinear MIMO Systems With Time-Varying Output Constraints,146,10.1109/TNNLS.2014.2333878,IEEE Transactions on Neural Networks and Learning Systems
Graph-Based Semi-Supervised Learning: A Comprehensive Review,151,10.1109/TNNLS.2022.3155478,IEEE Transactions on Neural Networks and Learning Systems
Adversarial Examples: Opportunities and Challenges,145,10.1109/TNNLS.2019.2933524,IEEE Transactions on Neural Networks and Learning Systems
Distributed Finite-Time Cooperative Control of Multiple High-Order Nonholonomic Mobile Robots,149,10.1109/TNNLS.2016.2610140,IEEE Transactions on Neural Networks and Learning Systems
Activated Gradients for Deep Neural Networks,150,10.1109/TNNLS.2021.3106044,IEEE Transactions on Neural Networks and Learning Systems
Design and Implementation of Deep Neural Network-Based Control for Automatic Parking Maneuver Process,149,10.1109/TNNLS.2020.3042120,IEEE Transactions on Neural Networks and Learning Systems
Exponential Synchronization of Networked Chaotic Delayed Neural Network by a Hybrid Event Trigger Scheme,149,10.1109/TNNLS.2017.2700321,IEEE Transactions on Neural Networks and Learning Systems
Method for Determining the Optimal Number of Clusters Based on Agglomerative Hierarchical Clustering,136,10.1109/TNNLS.2016.2608001,IEEE Transactions on Neural Networks and Learning Systems
Off-Policy Reinforcement Learning for Synchronization in Multiagent Graphical Games,145,10.1109/TNNLS.2016.2609500,IEEE Transactions on Neural Networks and Learning Systems
Event-Based Finite-Time Neural Control for Human-in-the-Loop UAV Attitude Systems,149,10.1109/TNNLS.2022.3166531,IEEE Transactions on Neural Networks and Learning Systems
3-D Quasi-Recurrent Neural Network for Hyperspectral Image Denoising,144,10.1109/TNNLS.2020.2978756,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Neural Network Learning Controller Design for a Class of Nonlinear Systems With Time-Varying State Constraints,150,10.1109/TNNLS.2019.2899589,IEEE Transactions on Neural Networks and Learning Systems
Adaptive Fault-Tolerant Synchronization Control of a Class of Complex Dynamical Networks With General Input Distribution Matrices and Actuator Faults,143,10.1109/TNNLS.2015.2507183,IEEE Transactions on Neural Networks and Learning Systems
Synchronization of Markovian Coupled Neural Networks with Nonidentical Node-Delays and Random Coupling Strengths,146,10.1109/TNNLS.2011.2177671,IEEE Transactions on Neural Networks and Learning Systems
